pref,city,2022-07-18
東京都,東京都,1
東京都,港区,1
神奈川県,神奈川県,1
神奈川県,横浜市戸塚区,1
富山県,富山県,470
富山県,富山市,147
富山県,高岡市,53
富山県,魚津市,21
富山県,氷見市,31
富山県,滑川市,21
富山県,黒部市,28
富山県,砺波市,29
富山県,小矢部市,19
富山県,南砺市,30
富山県,射水市,28
富山県,中新川郡舟橋村,2
富山県,中新川郡上市町,13
富山県,中新川郡立山町,19
富山県,下新川郡入善町,20
富山県,下新川郡朝日町,9
石川県,石川県,446
石川県,金沢市,142
石川県,七尾市,35
石川県,小松市,43
石川県,輪島市,16
石川県,珠洲市,7
石川県,加賀市,34
石川県,羽咋市,13
石川県,かほく市,18
石川県,白山市,32
石川県,能美市,23
石川県,野々市市,17
石川県,能美郡川北町,4
石川県,河北郡津幡町,16
石川県,河北郡内灘町,8
石川県,羽咋郡志賀町,12
石川県,羽咋郡宝達志水町,11
石川県,鹿島郡中能登町,9
石川県,鳳珠郡穴水町,2
石川県,鳳珠郡能登町,4
福井県,福井県,336
福井県,福井市,103
福井県,敦賀市,26
福井県,小浜市,17
福井県,大野市,18
福井県,勝山市,6
福井県,鯖江市,27
福井県,あわら市,25
福井県,越前市,30
福井県,坂井市,33
福井県,吉田郡永平寺町,10
福井県,今立郡池田町,2
福井県,南条郡南越前町,4
福井県,丹生郡越前町,11
福井県,三方郡美浜町,5
福井県,大飯郡高浜町,4
福井県,大飯郡おおい町,3
福井県,三方上中郡若狭町,12
