pref,city,2022-03-11
東京都,東京都,2
東京都,港区,2
神奈川県,神奈川県,2
神奈川県,横浜市戸塚区,2
富山県,富山県,425
富山県,富山市,133
富山県,高岡市,48
富山県,魚津市,21
富山県,氷見市,27
富山県,滑川市,19
富山県,黒部市,27
富山県,砺波市,27
富山県,小矢部市,16
富山県,南砺市,27
富山県,射水市,24
富山県,中新川郡舟橋村,2
富山県,中新川郡上市町,13
富山県,中新川郡立山町,16
富山県,下新川郡入善町,17
富山県,下新川郡朝日町,8
石川県,石川県,392
石川県,金沢市,115
石川県,七尾市,34
石川県,小松市,38
石川県,輪島市,16
石川県,珠洲市,7
石川県,加賀市,31
石川県,羽咋市,12
石川県,かほく市,18
石川県,白山市,27
石川県,能美市,21
石川県,野々市市,15
石川県,能美郡川北町,4
石川県,河北郡津幡町,13
石川県,河北郡内灘町,7
石川県,羽咋郡志賀町,10
石川県,羽咋郡宝達志水町,11
石川県,鹿島郡中能登町,9
石川県,鳳珠郡穴水町,1
石川県,鳳珠郡能登町,3
福井県,福井県,295
福井県,福井市,90
福井県,敦賀市,23
福井県,小浜市,17
福井県,大野市,16
福井県,勝山市,3
福井県,鯖江市,27
福井県,あわら市,20
福井県,越前市,23
福井県,坂井市,32
福井県,吉田郡永平寺町,10
福井県,今立郡池田町,1
福井県,南条郡南越前町,4
福井県,丹生郡越前町,9
福井県,三方郡美浜町,4
福井県,大飯郡高浜町,3
福井県,大飯郡おおい町,3
福井県,三方上中郡若狭町,10
